sample_idx,y_true,y_pred,raw_output,certainty_factor,confidence,correct,label,arch,split
0,0,0,-0.9091240454833103,0.9091240454833103,0.9091240454833103,1,clean,qcnn,test
1,1,0,-0.41444112163339764,-0.41444112163339764,0.41444112163339764,0,clean,qcnn,test
2,0,1,0.9620106713796812,-0.9620106713796812,0.9620106713796812,0,clean,qcnn,test
3,0,1,0.9653497629676964,-0.9653497629676964,0.9653497629676964,0,clean,qcnn,test
4,1,1,0.9804050994074516,0.9804050994074516,0.9804050994074516,1,clean,qcnn,test
5,1,1,0.9832404971868747,0.9832404971868747,0.9832404971868747,1,clean,qcnn,test
6,0,0,-0.920948209141146,0.920948209141146,0.920948209141146,1,clean,qcnn,test
7,0,1,0.9653497629676964,-0.9653497629676964,0.9653497629676964,0,clean,qcnn,test
8,1,0,-0.4180473774859332,-0.4180473774859332,0.4180473774859332,0,clean,qcnn,test
9,1,1,0.7968253866032791,0.7968253866032791,0.7968253866032791,1,clean,qcnn,test
10,1,1,0.9833215656715595,0.9833215656715595,0.9833215656715595,1,clean,qcnn,test
11,0,0,-0.4489191341343346,0.4489191341343346,0.4489191341343346,1,clean,qcnn,test
12,0,0,-0.9165730294837567,0.9165730294837567,0.9165730294837567,1,clean,qcnn,test
13,1,1,0.4427758810155324,0.4427758810155324,0.4427758810155324,1,clean,qcnn,test
14,0,0,-0.9201144811089402,0.9201144811089402,0.9201144811089402,1,clean,qcnn,test
15,0,1,0.9642488789147659,-0.9642488789147659,0.9642488789147659,0,clean,qcnn,test
16,0,0,-0.9091240454833102,0.9091240454833102,0.9091240454833102,1,clean,qcnn,test
17,0,0,-0.4286752179393778,0.4286752179393778,0.4286752179393778,1,clean,qcnn,test
18,1,0,-0.8950282393601848,-0.8950282393601848,0.8950282393601848,0,clean,qcnn,test
19,1,1,0.909983863225861,0.909983863225861,0.909983863225861,1,clean,qcnn,test
20,0,0,-0.906040629212679,0.906040629212679,0.906040629212679,1,clean,qcnn,test
21,1,1,0.436183662812368,0.436183662812368,0.436183662812368,1,clean,qcnn,test
22,0,0,-0.9141469329220058,0.9141469329220058,0.9141469329220058,1,clean,qcnn,test
23,1,0,-0.8949885040964292,-0.8949885040964292,0.8949885040964292,0,clean,qcnn,test
24,1,1,0.44277588101553245,0.44277588101553245,0.44277588101553245,1,clean,qcnn,test
25,0,0,-0.9117747076301554,0.9117747076301554,0.9117747076301554,1,clean,qcnn,test
26,0,1,0.9639338831771774,-0.9639338831771774,0.9639338831771774,0,clean,qcnn,test
27,0,0,-0.4573385762793364,0.4573385762793364,0.4573385762793364,1,clean,qcnn,test
28,0,0,-0.8809410859967066,0.8809410859967066,0.8809410859967066,1,clean,qcnn,test
29,1,1,0.9621879209745752,0.9621879209745752,0.9621879209745752,1,clean,qcnn,test
30,0,1,0.6308338450022007,-0.6308338450022007,0.6308338450022007,0,clean,qcnn,test
31,0,0,-0.9111940874676725,0.9111940874676725,0.9111940874676725,1,clean,qcnn,test
32,0,0,-0.9165730294837567,0.9165730294837567,0.9165730294837567,1,clean,qcnn,test
33,1,0,-0.9200771999173525,-0.9200771999173525,0.9200771999173525,0,clean,qcnn,test
34,0,0,-0.9057078832489055,0.9057078832489055,0.9057078832489055,1,clean,qcnn,test
35,0,0,-0.9180320772009761,0.9180320772009761,0.9180320772009761,1,clean,qcnn,test
36,0,0,-0.8935626725259062,0.8935626725259062,0.8935626725259062,1,clean,qcnn,test
37,0,0,-0.9073690678350096,0.9073690678350096,0.9073690678350096,1,clean,qcnn,test
38,0,0,-0.4401421787307462,0.4401421787307462,0.4401421787307462,1,clean,qcnn,test
39,1,1,0.9619854869564397,0.9619854869564397,0.9619854869564397,1,clean,qcnn,test
40,1,0,-0.9146371977141119,-0.9146371977141119,0.9146371977141119,0,clean,qcnn,test
41,1,1,0.45702845397313235,0.45702845397313235,0.45702845397313235,1,clean,qcnn,test
42,0,0,-0.90912404548331,0.90912404548331,0.90912404548331,1,clean,qcnn,test
43,1,1,0.4497445033909464,0.4497445033909464,0.4497445033909464,1,clean,qcnn,test
44,1,1,0.9837404923583375,0.9837404923583375,0.9837404923583375,1,clean,qcnn,test
45,0,1,0.9622697060640324,-0.9622697060640324,0.9622697060640324,0,clean,qcnn,test
46,0,0,-0.44012775480340216,0.44012775480340216,0.44012775480340216,1,clean,qcnn,test
47,1,0,-0.406028143949989,-0.406028143949989,0.406028143949989,0,clean,qcnn,test
48,0,0,-0.9056709293140461,0.9056709293140461,0.9056709293140461,1,clean,qcnn,test
49,0,1,0.9622697060640324,-0.9622697060640324,0.9622697060640324,0,clean,qcnn,test
50,1,1,0.9619854869564398,0.9619854869564398,0.9619854869564398,1,clean,qcnn,test
51,1,1,0.45702845397313235,0.45702845397313235,0.45702845397313235,1,clean,qcnn,test
52,1,0,-0.4098354510793176,-0.4098354510793176,0.4098354510793176,0,clean,qcnn,test
53,1,1,0.43335021286471753,0.43335021286471753,0.43335021286471753,1,clean,qcnn,test
54,1,1,0.3794500711829859,0.3794500711829859,0.3794500711829859,1,clean,qcnn,test
55,1,1,0.969382247090132,0.969382247090132,0.969382247090132,1,clean,qcnn,test
56,0,0,-0.9111940874676726,0.9111940874676726,0.9111940874676726,1,clean,qcnn,test
57,1,1,0.9619854869564398,0.9619854869564398,0.9619854869564398,1,clean,qcnn,test
58,0,0,-0.42864596705834135,0.42864596705834135,0.42864596705834135,1,clean,qcnn,test
59,1,0,-0.8941452329497843,-0.8941452329497843,0.8941452329497843,0,clean,qcnn,test
